scientific name,sort v2021
Pterorhinus waddelli jomo,25923.0
Pterorhinus koslowi,25924.0
Pterorhinus koslowi yuquensis,25925.0
Pterorhinus koslowi koslowi,25926.0
Pterorhinus albogularis,25927.0
Pterorhinus albogularis whistleri,25928.0
Pterorhinus albogularis albogularis,25929.0
Pterorhinus albogularis eous,25930.0
Pterorhinus ruficeps,25931.0
Pterorhinus caerulatus,25932.0
Pterorhinus caerulatus caerulatus,25933.0
Pterorhinus caerulatus subcaerulatus,25934.0
Pterorhinus caerulatus livingstoni,25935.0
Pterorhinus caerulatus kaurensis,25936.0
Pterorhinus caerulatus latifrons,25937.0
Pterorhinus berthemyi,25938.0
Pterorhinus poecilorhynchus,25939.0
Corthylio calendula,25942.0
Corthylio calendula grinnelli,25943.0
Corthylio calendula calendula,25944.0
Corthylio calendula obscurus,25945.0
Regulus satrapa,25946.0
Regulus satrapa olivaceus,25947.0
Regulus satrapa amoenus,25948.0
Regulus satrapa satrapa,25949.0
Regulus satrapa apache,25950.0
Regulus satrapa aztecus,25951.0
Regulus satrapa clarus,25952.0
Regulus regulus,25954.0
Regulus regulus [regulus Group],25955.0
Regulus regulus regulus,25956.0
Regulus regulus coatsi,25957.0
Regulus regulus buturlini,25958.0
Regulus regulus hyrcanus,25959.0
Regulus regulus tristis,25960.0
Regulus regulus ellenthalerae,25961.0
Regulus regulus teneriffae,25962.0
Regulus regulus azoricus,25963.0
Regulus regulus sanctaemariae,25964.0
Regulus regulus inermis,25965.0
Regulus regulus [himalayensis Group],25966.0
Regulus regulus himalayensis,25967.0
Regulus regulus sikkimensis,25968.0
Regulus regulus japonensis,25969.0
Regulus regulus yunnanensis,25970.0
Regulus goodfellowi,25971.0
Regulus madeirensis,25972.0
Regulus ignicapilla,25973.0
Regulus ignicapilla ignicapilla,25974.0
Regulus ignicapilla balearicus,25975.0
Tichodroma muraria,25977.0
Tichodroma muraria muraria,25978.0
Tichodroma muraria nepalensis,25979.0
Sitta castanea,25980.0
Sitta cinnamoventris,25981.0
Sitta cinnamoventris almorae,25982.0
Sitta cinnamoventris koelzi,25983.0
Sitta cinnamoventris tonkinensis,25984.0
Sitta cinnamoventris cinnamoventris,25985.0
Sitta neglecta,25987.0
Sitta europaea,25988.0
Sitta europaea [europaea Group],25989.0
Sitta europaea caesia,25990.0
Sitta europaea hispaniensis,25991.0
Sitta europaea atlas,25992.0
Sitta europaea europaea,25993.0
Sitta europaea cisalpina,25994.0
Sitta europaea levantina,25995.0
Sitta europaea caucasica,25996.0
Sitta europaea rubiginosa,25997.0
Sitta europaea persica,25998.0
Sitta europaea arctica,25999.0
Sitta europaea [asiatica Group],26000.0
Sitta europaea asiatica,26001.0
Sitta europaea baicalensis,26002.0
Sitta europaea albifrons,26003.0
Sitta europaea sakhalinensis,26004.0
Sitta europaea takatsukasai,26005.0
Sitta europaea clara,26006.0
Sitta europaea [roseilia Group],26007.0
Sitta europaea seorsa,26008.0
Sitta europaea amurensis,26009.0
Sitta europaea bedfordi,26010.0
Sitta europaea hondoensis,26011.0
Sitta europaea roseilia,26012.0
Sitta europaea sinensis/formosana,26013.0
Sitta europaea sinensis,26014.0
Sitta europaea formosana,26015.0
Sitta nagaensis,26016.0
Sitta nagaensis montium,26016.5
Sitta nagaensis nagaensis,26017.0
Sitta nagaensis grisiventris,26018.0
Sitta cashmirensis,26019.0
Sitta himalayensis,26020.0
Sitta victoriae,26021.0
Sitta canadensis,26022.0
Sitta leucopsis,26023.0
Sitta przewalskii,26024.0
Sitta carolinensis,26025.0
Sitta carolinensis carolinensis,26026.0
Sitta carolinensis [lagunae Group],26027.0
Sitta carolinensis tenuissima,26028.0
Sitta carolinensis nelsoni,26029.0
Sitta carolinensis oberholseri,26030.0
Sitta carolinensis mexicana,26031.0
Sitta carolinensis kinneari,26032.0
Sitta carolinensis lagunae,26033.0
Sitta carolinensis aculeata/alexandrae,26034.0
Sitta carolinensis aculeata,26035.0
Sitta carolinensis alexandrae,26036.0
Sitta pygmaea,26037.0
Sitta pygmaea melanotis,26038.0
Sitta pygmaea pygmaea,26039.0
Sitta pygmaea leuconucha,26040.0
Sitta pygmaea chihuahuae,26041.0
Sitta pygmaea brunnescens,26042.0
Sitta pygmaea flavinucha,26043.0
Sitta pygmaea elii,26044.0
Sitta pusilla,26045.0
Sitta insularis,26046.0
Sitta whiteheadi,26047.0
Sitta ledanti,26048.0
Sitta krueperi,26049.0
Sitta villosa,26050.0
Sitta villosa villosa,26051.0
Sitta villosa bangsi,26052.0
Sitta yunnanensis,26053.0
Sitta neumayer,26054.0
Sitta neumayer neumayer,26055.0
Sitta neumayer syriaca,26056.0
Sitta neumayer rupicola,26057.0
Sitta neumayer tschitscherini,26058.0
Sitta neumayer plumbea,26059.0
Sitta tephronota,26060.0
Sitta tephronota dresseri,26061.0
Sitta tephronota obscura,26062.0
Sitta tephronota tephronota,26063.0
Sitta tephronota iranica,26064.0
Sitta frontalis,26066.0
Sitta frontalis frontalis,26067.0
Sitta frontalis saturatior,26068.0
Sitta frontalis corallipes,26069.0
Sitta frontalis palawana,26070.0
Sitta frontalis velata,26071.0
Sitta solangiae,26072.0
Sitta solangiae solangiae,26073.0
Sitta solangiae fortior,26074.0
Sitta solangiae chienfengensis,26075.0
Sitta oenochlamys,26077.0
Sitta oenochlamys mesoleuca,26078.0
Sitta oenochlamys isarog,26079.0
Sitta oenochlamys oenochlamys,26080.0
Sitta oenochlamys lilacea,26081.0
Sitta oenochlamys apo,26082.0
Sitta oenochlamys zamboanga,26083.0
Sitta azurea,26084.0
Sitta azurea expectata,26085.0
Sitta azurea nigriventer,26086.0
Sitta azurea azurea,26087.0
Sitta magna,26088.0
Sitta magna ligea,26089.0
Sitta magna magna,26090.0
Sitta formosa,26091.0
Certhia familiaris,26093.0
Certhia familiaris britannica,26094.0
Certhia familiaris macrodactyla,26095.0
Certhia familiaris corsa,26096.0
Certhia familiaris familiaris,26097.0
Certhia familiaris daurica,26098.0
Certhia familiaris orientalis,26099.0
Certhia familiaris japonica,26100.0
Certhia familiaris persica,26101.0
Certhia familiaris tianschanica,26102.0
Certhia familiaris bianchii,26103.0
Certhia hodgsoni,26104.0
Certhia hodgsoni khamensis,26105.0
Certhia hodgsoni hodgsoni,26106.0
Certhia hodgsoni mandellii,26107.0
Certhia tianquanensis,26108.0
Certhia americana,26109.0
Certhia americana [occidentalis Group],26110.0
Certhia americana alascensis,26111.0
Certhia americana occidentalis,26112.0
Certhia americana phillipsi,26113.0
Certhia americana stewarti,26114.0
Certhia americana zelotes,26115.0
Certhia americana montana/idahoensis,26116.0
Certhia americana idahoensis,26117.0
Certhia americana montana,26118.0
Certhia americana americana/nigrescens,26119.0
Certhia americana americana,26120.0
Certhia americana nigrescens,26121.0
Certhia americana albescens/alticola,26122.0
Certhia americana albescens,26123.0
Certhia americana alticola,26124.0
Certhia americana pernigra,26125.0
Certhia americana extima,26126.0
Certhia brachydactyla,26127.0
Certhia brachydactyla megarhynchos,26128.0
Certhia brachydactyla brachydactyla,26129.0
Certhia brachydactyla mauritanica,26130.0
Certhia brachydactyla dorotheae,26131.0
Certhia brachydactyla harterti,26132.0
Certhia himalayana,26134.0
Certhia himalayana taeniura,26135.0
Certhia himalayana himalayana,26136.0
Certhia himalayana yunnanensis,26137.0
Certhia himalayana ripponi,26138.0
Certhia nipalensis,26139.0
Certhia discolor,26140.0
Certhia manipurensis,26141.0
Certhia manipurensis manipurensis,26142.0
Certhia manipurensis shanensis,26143.0
Certhia manipurensis meridionalis,26144.0
Certhia manipurensis laotiana,26145.0
Salpornis salvadori,26147.0
Salpornis salvadori emini,26148.0
Salpornis salvadori erlangeri,26149.0
Salpornis salvadori salvadori,26150.0
Salpornis salvadori xylodromus,26151.0
Salpornis spilonota,26152.0
Salpornis spilonota rajputanae,26152.2
Salpornis spilonota spilonota,26152.4
Microbates collaris,26153.0
Microbates collaris collaris,26154.0
Microbates collaris paraguensis,26155.0
Microbates collaris perlatus,26156.0
Microbates cinereiventris,26157.0
Microbates cinereiventris semitorquatus,26158.0
Microbates cinereiventris magdalenae,26159.0
Microbates cinereiventris cinereiventris,26160.0
Microbates cinereiventris peruvianus,26161.0
Ramphocaenus melanurus,26162.0
Ramphocaenus melanurus [rufiventris Group],26163.0
Ramphocaenus melanurus rufiventris,26164.0
Ramphocaenus melanurus ardeleo,26165.0
Ramphocaenus melanurus sanctaemarthae,26166.0
Ramphocaenus melanurus griseodorsalis,26167.0
Ramphocaenus melanurus [melanurus Group],26168.0
Ramphocaenus melanurus pallidus,26169.0
Ramphocaenus melanurus trinitatis,26170.0
Ramphocaenus melanurus albiventris,26171.0
Ramphocaenus melanurus duidae,26172.0
Ramphocaenus melanurus badius,26173.0
Ramphocaenus melanurus amazonum,26174.0
Ramphocaenus melanurus austerus,26175.0
Ramphocaenus melanurus melanurus,26176.0
Ramphocaenus sticturus,26177.0
Ramphocaenus sticturus obscurus,26178.0
Ramphocaenus sticturus sticturus,26179.0
Polioptila guianensis,26181.0
Polioptila schistaceigula,26182.0
Polioptila clementsi,26183.0
Polioptila facilis,26184.0
Polioptila attenboroughi,26186.0
Polioptila paraensis,26187.0
Polioptila dumicola,26189.0
Polioptila dumicola berlepschi,26190.0
Polioptila dumicola dumicola,26191.0
Polioptila dumicola saturata,26192.0
Polioptila lactea,26193.0
Polioptila lembeyei,26194.0
Polioptila plumbea,26195.0
Polioptila plumbea plumbiceps/anteocularis,26196.0
Polioptila plumbea anteocularis,26197.0
Polioptila plumbea plumbiceps,26198.0
Polioptila plumbea maior,26199.0
Polioptila plumbea innotata,26200.0
Polioptila plumbea plumbea,26201.0
Polioptila plumbea parvirostris,26202.0
Polioptila plumbea atricapilla,26203.0
Polioptila albiventris,26204.0
Polioptila bilineata,26205.0
Polioptila bilineata brodkorbi,26206.0
Polioptila bilineata superciliaris,26207.0
Polioptila bilineata cinericia,26208.0
Polioptila bilineata bilineata,26209.0
Polioptila bilineata daguae,26210.0
Polioptila caerulea,26211.0
Polioptila caerulea [obscura Group],26212.0
Polioptila caerulea amoenissima,26213.0
Polioptila caerulea obscura,26214.0
Polioptila caerulea gracilis,26215.0
Polioptila caerulea nelsoni,26216.0
Polioptila caerulea deppei,26217.0
Polioptila caerulea mexicana,26218.0
Polioptila caerulea caerulea,26219.0
Polioptila caerulea cozumelae,26220.0
Polioptila melanura,26221.0
Polioptila melanura lucida,26222.0
Polioptila melanura melanura,26223.0
Polioptila melanura curtata,26224.0
Polioptila californica,26225.0
Polioptila californica californica,26226.0
Polioptila californica pontilis,26227.0
Polioptila californica margaritae,26228.0
Polioptila nigriceps,26229.0
Polioptila nigriceps restricta,26230.0
Polioptila nigriceps nigriceps,26231.0
Polioptila albiloris,26233.0
Polioptila albiloris vanrossemi,26234.0
Polioptila albiloris albiloris,26235.0
Salpinctes obsoletus,26237.0
Salpinctes obsoletus [obsoletus Group],26238.0
Salpinctes obsoletus obsoletus,26239.0
Salpinctes obsoletus guadeloupensis,26240.0
Salpinctes obsoletus tenuirostris,26241.0
Salpinctes obsoletus exsul,26242.0
Salpinctes obsoletus neglectus,26243.0
Salpinctes obsoletus [guttatus Group],26244.0
Salpinctes obsoletus guttatus,26245.0
Salpinctes obsoletus fasciatus,26246.0
Salpinctes obsoletus costaricensis,26247.0
Microcerculus philomela,26248.0
Microcerculus marginatus,26249.0
Microcerculus marginatus luscinia,26250.0
Microcerculus marginatus taeniatus/occidentalis,26251.0
Microcerculus marginatus taeniatus,26252.0
Microcerculus marginatus occidentalis,26253.0
Microcerculus marginatus [marginatus Group],26254.0
Microcerculus marginatus corrasus,26255.0
Microcerculus marginatus squamulatus,26256.0
Microcerculus marginatus marginatus,26257.0
Microcerculus ustulatus,26258.0
Microcerculus ustulatus duidae,26259.0
Microcerculus ustulatus lunatipectus,26260.0
Microcerculus ustulatus obscurus,26261.0
Microcerculus ustulatus ustulatus,26262.0
Microcerculus bambla,26263.0
Microcerculus bambla albigularis,26264.0
Microcerculus bambla caurensis,26265.0
Microcerculus bambla bambla,26266.0
Odontorchilus branickii,26267.0
Odontorchilus branickii branickii,26268.0
Odontorchilus branickii minor,26269.0
Odontorchilus cinereus,26270.0
Catherpes mexicanus,26271.0
Catherpes mexicanus conspersus,26272.0
Catherpes mexicanus albifrons,26273.0
Catherpes mexicanus mexicanus,26274.0
Hylorchilus sumichrasti,26275.0
Hylorchilus navai,26276.0
Ferminia cerverai,26277.0
Troglodytes aedon,26278.0
Troglodytes aedon [aedon Group],26279.0
Troglodytes aedon parkmanii,26280.0
Troglodytes aedon aedon,26281.0
Troglodytes aedon baldwini,26282.0
Troglodytes aedon rufescens,26283.0
Troglodytes aedon martinicensis,26284.0
Troglodytes aedon mesoleucus,26285.0
Troglodytes aedon guadeloupensis,26286.0
Troglodytes aedon musicus,26287.0
Troglodytes aedon grenadensis,26288.0
Troglodytes aedon beani,26289.0
Troglodytes aedon [brunneicollis Group],26290.0
Troglodytes aedon cahooni,26291.0
Troglodytes aedon brunneicollis,26292.0
Troglodytes aedon compositus,26293.0
Troglodytes aedon nitidus,26294.0
Troglodytes aedon [musculus Group],26295.0
Troglodytes aedon intermedius,26296.0
Troglodytes aedon inquietus,26297.0
Troglodytes aedon carychrous,26298.0
Troglodytes aedon clarus,26299.0
Troglodytes aedon atopus,26300.0
Troglodytes aedon striatulus,26301.0
Troglodytes aedon columbae,26302.0
Troglodytes aedon albicans,26303.0
Troglodytes aedon tobagensis,26304.0
Troglodytes aedon audax,26305.0
Troglodytes aedon puna,26306.0
Troglodytes aedon rex,26307.0
Troglodytes aedon carabayae,26308.0
Troglodytes aedon tecellatus,26309.0
Troglodytes aedon atacamensis,26310.0
Troglodytes aedon musculus,26311.0
Troglodytes aedon bonariae,26312.0
Troglodytes aedon chilensis,26313.0
Troglodytes cobbi,26314.0
Troglodytes sissonii,26315.0
Troglodytes tanneri,26316.0
Troglodytes rufociliatus,26317.0
Troglodytes rufociliatus chiapensis,26318.0
Troglodytes rufociliatus rufociliatus,26319.0
Troglodytes rufociliatus nannoides,26320.0
Troglodytes rufociliatus rehni,26321.0
Troglodytes ochraceus,26322.0
Troglodytes ochraceus ochraceus,26323.0
Troglodytes ochraceus ligea,26324.0
Troglodytes ochraceus festinus,26325.0
Troglodytes solstitialis,26326.0
Troglodytes solstitialis solitarius,26327.0
Troglodytes solstitialis solstitialis,26328.0
Troglodytes solstitialis macrourus,26329.0
Troglodytes solstitialis frater,26330.0
Troglodytes solstitialis auricularis,26331.0
Troglodytes monticola,26332.0
Troglodytes rufulus,26333.0
Troglodytes rufulus rufulus,26334.0
Troglodytes rufulus fulvigularis,26335.0
Troglodytes rufulus yavii,26336.0
Troglodytes rufulus duidae,26337.0
Troglodytes rufulus wetmorei,26338.0
Troglodytes troglodytes,26339.0
Troglodytes troglodytes islandicus,26340.0
Troglodytes troglodytes borealis,26341.0
Troglodytes troglodytes zetlandicus,26342.0
Troglodytes troglodytes hebridensis,26343.0
Troglodytes troglodytes fridariensis,26344.0
Troglodytes troglodytes hirtensis,26345.0
Troglodytes troglodytes indigenus,26346.0
Troglodytes troglodytes [troglodytes Group],26347.0
Troglodytes troglodytes troglodytes,26348.0
Troglodytes troglodytes kabylorum,26349.0
Troglodytes troglodytes koenigi,26350.0
Troglodytes troglodytes cypriotes,26351.0
Troglodytes troglodytes hyrcanus,26352.0
Troglodytes troglodytes juniperi,26353.0
Troglodytes troglodytes tianschanicus,26354.0
Troglodytes troglodytes pallescens,26355.0
Troglodytes troglodytes kurilensis,26356.0
Troglodytes troglodytes fumigatus,26357.0
Troglodytes troglodytes mosukei,26358.0
Troglodytes troglodytes ogawae,26359.0
Troglodytes troglodytes taivanus,26360.0
Troglodytes troglodytes dauricus,26361.0
Troglodytes troglodytes idius,26362.0
Troglodytes troglodytes szetschuanus,26363.0
Troglodytes troglodytes talifuensis,26364.0
Troglodytes troglodytes subpallidus,26365.0
Troglodytes troglodytes neglectus,26366.0
Troglodytes troglodytes nipalensis,26367.0
Troglodytes troglodytes magrathi,26368.0
Troglodytes pacificus,26369.0
Troglodytes pacificus [alascensis Group],26370.0
Troglodytes pacificus alascensis,26371.0
Troglodytes pacificus meligerus,26372.0
Troglodytes pacificus kiskensis,26373.0
Troglodytes pacificus tanagensis,26374.0
Troglodytes pacificus seguamensis,26375.0
Troglodytes pacificus stevensoni,26376.0
Troglodytes pacificus petrophilus,26377.0
Troglodytes pacificus semidiensis,26378.0
Troglodytes pacificus [pacificus Group],26379.0
Troglodytes pacificus helleri,26380.0
Troglodytes pacificus pacificus,26381.0
Troglodytes pacificus muiri,26382.0
Troglodytes pacificus obscurior,26383.0
Troglodytes pacificus salebrosus,26384.0
Troglodytes hiemalis,26385.0
Troglodytes hiemalis hiemalis,26386.0
Troglodytes hiemalis pullus,26387.0
Thryorchilus browni,26389.0
Thryorchilus browni ridgwayi,26390.0
Thryorchilus browni basultoi,26391.0
Thryorchilus browni browni,26392.0
Cistothorus stellaris,26393.0
Cistothorus platensis,26394.0
Cistothorus platensis [elegans Group],26395.0
Cistothorus platensis tinnulus,26396.0
Cistothorus platensis potosinus,26397.0
Cistothorus platensis jalapensis,26398.0
Cistothorus platensis warneri,26399.0
Cistothorus platensis elegans,26400.0
Cistothorus platensis russelli,26401.0
Cistothorus platensis graberi,26402.0
Cistothorus platensis lucidus,26403.0
Cistothorus platensis alticola,26404.0
Cistothorus platensis aequatorialis,26405.0
Cistothorus platensis graminicola,26406.0
Cistothorus platensis minimus,26407.0
Cistothorus platensis tucumanus,26408.0
Cistothorus platensis platensis/polyglottus,26409.0
Cistothorus platensis polyglottus,26410.0
Cistothorus platensis platensis,26411.0
Cistothorus platensis hornensis/falklandicus,26412.0
Cistothorus platensis hornensis,26413.0
Cistothorus platensis falklandicus,26414.0
Cistothorus meridae,26415.0
Cistothorus apolinari,26416.0
Cistothorus apolinari apolinari,26417.0
Cistothorus apolinari hernandezi,26418.0
Cistothorus palustris,26419.0
Cistothorus palustris [paludicola Group],26420.0
Cistothorus palustris browningi,26421.0
Cistothorus palustris paludicola,26422.0
Cistothorus palustris aestuarinus,26423.0
Cistothorus palustris clarkae,26424.0
Cistothorus palustris [plesius Group],26425.0
Cistothorus palustris pulverius,26426.0
Cistothorus palustris plesius,26427.0
Cistothorus palustris laingi,26428.0
Cistothorus palustris [palustris Group],26429.0
Cistothorus palustris iliacus,26430.0
Cistothorus palustris dissaeptus,26431.0
Cistothorus palustris palustris,26432.0
Cistothorus palustris waynei,26433.0
Cistothorus palustris marianae,26434.0
Cistothorus palustris griseus,26435.0
Cistothorus palustris tolucensis,26436.0
Thryothorus ludovicianus,26438.0
Thryothorus ludovicianus [ludovicianus Group],26439.0
Thryothorus ludovicianus ludovicianus,26440.0
Thryothorus ludovicianus miamensis,26441.0
Thryothorus ludovicianus nesophilus,26442.0
Thryothorus ludovicianus burleighi,26443.0
Thryothorus ludovicianus [berlandieri Group],26444.0
Thryothorus ludovicianus lomitensis,26445.0
Thryothorus ludovicianus berlandieri,26446.0
Thryothorus ludovicianus tropicalis,26447.0
Thryothorus ludovicianus albinucha/subfulvus,26448.0
Thryothorus ludovicianus albinucha,26449.0
Thryothorus ludovicianus subfulvus,26450.0
Thryomanes bewickii,26451.0
Thryomanes bewickii bewickii,26452.0
Thryomanes bewickii [mexicanus Group],26453.0
Thryomanes bewickii eremophilus,26454.0
Thryomanes bewickii cryptus,26455.0
Thryomanes bewickii pulichi,26456.0
Thryomanes bewickii sadai,26457.0
Thryomanes bewickii mexicanus,26458.0
Thryomanes bewickii [spilurus Group],26459.0
Thryomanes bewickii calophonus,26460.0
Thryomanes bewickii drymoecus,26461.0
Thryomanes bewickii marinensis,26462.0
Thryomanes bewickii spilurus,26463.0
Thryomanes bewickii leucophrys,26464.0
Thryomanes bewickii charienturus,26465.0
Thryomanes bewickii cerroensis,26466.0
Thryomanes bewickii magdalenensis,26467.0
Thryomanes bewickii brevicauda,26468.0
Campylorhynchus albobrunneus,26469.0
Campylorhynchus albobrunneus albobrunneus,26470.0
Campylorhynchus albobrunneus harterti,26471.0
Campylorhynchus zonatus,26472.0
Campylorhynchus zonatus zonatus,26473.0
Campylorhynchus zonatus restrictus,26474.0
Campylorhynchus zonatus vulcanius,26475.0
Campylorhynchus zonatus costaricensis,26476.0
Campylorhynchus zonatus panamensis,26477.0
Campylorhynchus zonatus curvirostris,26478.0
Campylorhynchus zonatus brevirostris,26479.0
Campylorhynchus megalopterus,26481.0
Campylorhynchus megalopterus megalopterus,26482.0
Campylorhynchus megalopterus nelsoni,26483.0
Campylorhynchus chiapensis,26484.0
Campylorhynchus rufinucha,26485.0
Campylorhynchus rufinucha humilis,26486.0
Campylorhynchus rufinucha rufinucha,26487.0
Campylorhynchus rufinucha [capistratus Group],26488.0
Campylorhynchus rufinucha nigricaudatus,26489.0
Campylorhynchus rufinucha xerophilus,26490.0
Campylorhynchus rufinucha nicaraguae,26491.0
Campylorhynchus rufinucha castaneus,26492.0
Campylorhynchus rufinucha capistratus,26493.0
Campylorhynchus gularis,26494.0
Campylorhynchus jocosus,26495.0
Campylorhynchus yucatanicus,26496.0
Campylorhynchus brunneicapillus,26497.0
Campylorhynchus brunneicapillus [brunneicapillus Group],26498.0
Campylorhynchus brunneicapillus anthonyi,26499.0
Campylorhynchus brunneicapillus seri,26500.0
Campylorhynchus brunneicapillus brunneicapillus,26501.0
Campylorhynchus brunneicapillus guttatus,26502.0
Campylorhynchus brunneicapillus [affinis Group],26503.0
Campylorhynchus brunneicapillus sandiegensis,26504.0
Campylorhynchus brunneicapillus bryanti,26505.0
Campylorhynchus brunneicapillus affinis,26506.0
Campylorhynchus nuchalis,26507.0
Campylorhynchus nuchalis pardus,26508.0
Campylorhynchus nuchalis brevipennis,26509.0
Campylorhynchus nuchalis nuchalis,26510.0
Campylorhynchus fasciatus,26511.0
Campylorhynchus fasciatus pallescens,26512.0
Campylorhynchus fasciatus fasciatus,26513.0
Campylorhynchus griseus,26514.0
Campylorhynchus griseus albicilius,26515.0
Campylorhynchus griseus zimmeri,26516.0
Campylorhynchus griseus bicolor,26517.0
Campylorhynchus griseus minor,26518.0
Campylorhynchus griseus pallidus,26519.0
Campylorhynchus griseus griseus,26520.0
Campylorhynchus turdinus,26521.0
Campylorhynchus turdinus turdinus/hypostictus,
Campylorhynchus turdinus hypostictus,26522.0
Campylorhynchus turdinus turdinus,26523.0
Campylorhynchus turdinus unicolor,26524.0
Pheugopedius spadix,26525.0
Pheugopedius spadix xerampelinus,26526.0
Pheugopedius spadix spadix,26527.0
Pheugopedius fasciatoventris,26528.0
Pheugopedius fasciatoventris melanogaster,26529.0
Pheugopedius fasciatoventris albigularis,26530.0
Pheugopedius fasciatoventris fasciatoventris,26531.0
Pheugopedius euophrys,26532.0
Pheugopedius euophrys [euophrys Group],26533.0
Pheugopedius euophrys euophrys,26534.0
Pheugopedius euophrys longipes,26535.0
Pheugopedius euophrys atriceps,26536.0
Pheugopedius euophrys schulenbergi,26537.0
Pheugopedius eisenmanni,26539.0
Pheugopedius mystacalis,26540.0
Pheugopedius mystacalis saltuensis,26541.0
Pheugopedius mystacalis yananchae,26542.0
Pheugopedius mystacalis mystacalis,26543.0
Pheugopedius mystacalis macrurus,26544.0
Pheugopedius mystacalis amaurogaster,26545.0
Pheugopedius mystacalis consobrinus,26546.0
Pheugopedius mystacalis ruficaudatus,26547.0
Pheugopedius mystacalis tachirensis,26548.0
Pheugopedius genibarbis,26549.0
Pheugopedius genibarbis genibarbis,26550.0
Pheugopedius genibarbis juruanus,26551.0
Pheugopedius genibarbis intercedens,26552.0
Pheugopedius genibarbis bolivianus,26553.0
Pheugopedius coraya,26554.0
Pheugopedius coraya griseipectus,26555.0
Pheugopedius coraya caurensis,26556.0
Pheugopedius coraya barrowcloughianus,26557.0
Pheugopedius coraya ridgwayi,26558.0
Pheugopedius coraya obscurus,26559.0
Pheugopedius coraya coraya,26560.0
Pheugopedius coraya herberti,26561.0
Pheugopedius coraya albiventris,26562.0
Pheugopedius coraya amazonicus,26563.0
Pheugopedius coraya cantator,26564.0
Pheugopedius rutilus,26567.0
Pheugopedius rutilus hyperythrus,26568.0
Pheugopedius rutilus laetus,26569.0
Pheugopedius rutilus hypospodius,26570.0
Pheugopedius rutilus interior,26571.0
Pheugopedius rutilus intensus,26572.0
Pheugopedius rutilus rutilus,26573.0
Pheugopedius rutilus tobagensis,26574.0
Pheugopedius maculipectus,26575.0
Pheugopedius maculipectus microstictus,26576.0
Pheugopedius maculipectus maculipectus,26577.0
Pheugopedius maculipectus umbrinus,26578.0
Pheugopedius maculipectus varians,26579.0
Pheugopedius maculipectus canobrunneus,26580.0
Pheugopedius maculipectus petersi,26581.0
Pheugopedius sclateri,26582.0
Pheugopedius sclateri columbianus,26583.0
Pheugopedius sclateri paucimaculatus,26584.0
Pheugopedius sclateri sclateri,26585.0
Pheugopedius felix,26586.0
Pheugopedius felix [felix Group],26587.0
Pheugopedius felix sonorae,26588.0
Pheugopedius felix pallidus,26589.0
Pheugopedius felix felix,26590.0
Pheugopedius felix grandis,26591.0
Pheugopedius felix lawrencii,26592.0
Pheugopedius atrogularis,26593.0
Thryophilus sinaloa,26595.0
Thryophilus sinaloa cinereus,26596.0
Thryophilus sinaloa sinaloa,26597.0
Thryophilus sinaloa russeus,26598.0
Thryophilus pleurostictus,26599.0
Thryophilus pleurostictus nisorius,26600.0
Thryophilus pleurostictus oaxacae,26601.0
Thryophilus pleurostictus acaciarum,26602.0
Thryophilus pleurostictus oblitus,26603.0
Thryophilus pleurostictus pleurostictus,26604.0
Thryophilus pleurostictus lateralis,26605.0
Thryophilus pleurostictus ravus,26606.0
Thryophilus rufalbus,26607.0
Thryophilus rufalbus transfinis,26608.0
Thryophilus rufalbus rufalbus,26609.0
Thryophilus rufalbus castanonotus,26610.0
Thryophilus rufalbus cumanensis,26611.0
Thryophilus rufalbus minlosi,26612.0
Thryophilus sernai,26613.0
Thryophilus nicefori,26614.0
Cantorchilus thoracicus,26615.0
Cantorchilus leucopogon,26616.0
Cantorchilus leucopogon grisescens,26617.0
Cantorchilus leucopogon leucopogon,26618.0
Cantorchilus modestus,26619.0
Cantorchilus zeledoni,26620.0
Cantorchilus elutus,26622.0
Cantorchilus semibadius,26624.0
Cantorchilus nigricapillus,26625.0
Cantorchilus nigricapillus [castaneus Group],26626.0
Cantorchilus nigricapillus costaricensis,26627.0
Cantorchilus nigricapillus castaneus,26628.0
Cantorchilus nigricapillus odicus,26629.0
Cantorchilus nigricapillus schottii,26630.0
Cantorchilus nigricapillus reditus,26631.0
Cantorchilus nigricapillus nigricapillus/connectens,26632.0
Cantorchilus nigricapillus connectens,26633.0
Cantorchilus nigricapillus nigricapillus,26634.0
Cantorchilus superciliaris,26635.0
Cantorchilus superciliaris superciliaris,26636.0
Cantorchilus superciliaris baroni,26637.0
Cantorchilus leucotis,26638.0
Cantorchilus leucotis galbraithii,26639.0
Cantorchilus leucotis conditus,26640.0
Cantorchilus leucotis leucotis,26641.0
Cantorchilus leucotis collinus,26642.0
Cantorchilus leucotis venezuelanus,26643.0
Cantorchilus leucotis zuliensis,26644.0
Cantorchilus leucotis peruanus,26645.0
Cantorchilus leucotis bogotensis,26646.0
Cantorchilus leucotis hypoleucus,26647.0
Cantorchilus leucotis albipectus,26648.0
Cantorchilus leucotis rufiventris,26649.0
Cantorchilus longirostris,26650.0
Cantorchilus longirostris bahiae,26651.0
Cantorchilus longirostris longirostris,26652.0
Cantorchilus guarayanus,26653.0
Cantorchilus griseus,26654.0
Cinnycerthia unirufa,26656.0
Cinnycerthia unirufa unirufa,26657.0
Cinnycerthia unirufa unibrunnea,26658.0
Cinnycerthia unirufa chakei,26659.0
