scientific name,sort v2021
Arenaria melanocephala,5894.0
Prosobonia cancellata,5895.0
Prosobonia leucoptera,5896.0
Prosobonia ellisi,5897.0
Prosobonia parvirostris,5898.0
Calidris tenuirostris,5899.0
Calidris canutus,5900.0
Calidris canutus canutus,5901.0
Calidris canutus piersmai,5902.0
Calidris canutus rogersi,5903.0
Calidris canutus roselaari,5904.0
Calidris canutus rufa,5905.0
Calidris canutus islandica,5906.0
Calidris virgata,5908.0
Calidris pugnax,5911.0
Calidris falcinellus,5912.0
Calidris falcinellus falcinellus,5913.0
Calidris falcinellus sibirica,5914.0
Calidris acuminata,5915.0
Calidris himantopus,5916.0
Calidris ferruginea,5917.0
Calidris temminckii,5918.0
Calidris subminuta,5919.0
Calidris pygmaea,5920.0
Calidris ruficollis,5921.0
Calidris alba,5922.0
Calidris alba alba,
Calidris alba rubida,
Calidris alpina,5923.0
Calidris alpina pacifica/arcticola,5924.0
Calidris alpina arcticola,5925.0
Calidris alpina pacifica,5926.0
Calidris alpina hudsonia,5927.0
Calidris alpina arctica,5928.0
Calidris alpina schinzii,5929.0
Calidris alpina alpina,5930.0
Calidris alpina [sakhalina Group],5931.0
Calidris alpina sakhalina,5932.0
Calidris alpina actites,5933.0
Calidris alpina kistchinski,5934.0
Calidris ptilocnemis,5936.0
Calidris ptilocnemis ptilocnemis,5937.0
Calidris ptilocnemis quarta,5939.0
Calidris ptilocnemis tschuktschorum,5940.0
Calidris ptilocnemis couesi,5941.0
Calidris maritima,5942.0
Calidris bairdii,5945.0
Calidris minuta,5946.0
Calidris minutilla,5948.0
Calidris fuscicollis,5949.0
Calidris subruficollis,5951.0
Calidris melanotos,5953.0
Calidris pusilla,5956.0
Calidris mauri,5957.0
Limnodromus semipalmatus,5961.0
Limnodromus griseus,5962.0
Limnodromus griseus griseus,5963.0
Limnodromus griseus hendersoni,5964.0
Limnodromus griseus caurinus,5965.0
Limnodromus scolopaceus,5966.0
Lymnocryptes minimus,5968.0
Scolopax rusticola,5969.0
Scolopax mira,5970.0
Scolopax bukidnonensis,5971.0
Scolopax saturata,5972.0
Scolopax rosenbergii,5973.0
Scolopax celebensis,5974.0
Scolopax rochussenii,5975.0
Scolopax minor,5976.0
Coenocorypha barrierensis,5977.0
Coenocorypha iredalei,5978.0
Coenocorypha pusilla,5979.0
Coenocorypha huegeli,5980.0
Coenocorypha aucklandica,5981.0
Coenocorypha aucklandica aucklandica,5982.0
Coenocorypha aucklandica meinertzhagenae,5983.0
Coenocorypha aucklandica perseverance,5984.0
Gallinago imperialis,5985.0
Gallinago jamesoni,5986.0
Gallinago stricklandii,5987.0
Gallinago solitaria,5988.0
Gallinago solitaria solitaria,5989.0
Gallinago solitaria japonica,5990.0
Gallinago hardwickii,5991.0
Gallinago nemoricola,5992.0
Gallinago media,5993.0
Gallinago gallinago,5994.0
Gallinago gallinago faeroeensis,5995.0
Gallinago gallinago gallinago,5996.0
Gallinago delicata,5998.0
Gallinago paraguaiae,6000.0
Gallinago magellanica,6002.0
Gallinago andina,6004.0
Gallinago andina andina,6004.2
Gallinago andina innotata,6004.4
Gallinago nobilis,6005.0
Gallinago stenura,6006.0
Gallinago megala,6008.0
Gallinago nigripennis,6010.0
Gallinago nigripennis aequatorialis,6011.0
Gallinago nigripennis angolensis,6012.0
Gallinago nigripennis nigripennis,6013.0
Gallinago macrodactyla,6014.0
Gallinago undulata,6015.0
Gallinago undulata undulata,6016.0
Gallinago undulata gigantea,6017.0
Xenus cinereus,6019.0
Phalaropus tricolor,6020.0
Phalaropus lobatus,6021.0
Phalaropus fulicarius,6022.0
Actitis hypoleucos,6025.0
Actitis macularius,6026.0
Tringa ochropus,6028.0
Tringa solitaria,6029.0
Tringa solitaria solitaria,6030.0
Tringa solitaria cinnamomea,6031.0
Tringa brevipes,6032.0
Tringa incana,6033.0
Tringa erythropus,6035.0
Tringa melanoleuca,6036.0
Tringa nebularia,6037.0
Tringa guttifer,6038.0
Tringa semipalmata,6040.0
Tringa semipalmata semipalmata,6041.0
Tringa semipalmata inornata,6042.0
Tringa flavipes,6043.0
Tringa stagnatilis,6045.0
Tringa glareola,6046.0
Tringa totanus,6047.0
Tringa totanus robusta,6048.0
Tringa totanus totanus,6049.0
Tringa totanus ussuriensis,6050.0
Tringa totanus terrignotae,6051.0
Tringa totanus craggi,6052.0
Tringa totanus eurhina,6053.0
Turnix sylvaticus,6058.0
Turnix sylvaticus sylvaticus,6059.0
Turnix sylvaticus lepurana,6060.0
Turnix sylvaticus dussumier,6061.0
Turnix sylvaticus davidi,6062.0
Turnix sylvaticus whiteheadi,6063.0
Turnix sylvaticus nigrorum,6064.0
Turnix sylvaticus celestinoi,6065.0
Turnix sylvaticus suluensis,6066.0
Turnix sylvaticus bartelsorum,6067.0
Turnix maculosus,6068.0
Turnix maculosus beccarii,6069.0
Turnix maculosus kinneari,6070.0
Turnix maculosus obiensis,6071.0
Turnix maculosus sumbanus,6072.0
Turnix maculosus floresianus,6073.0
Turnix maculosus maculosus,6074.0
Turnix maculosus savuensis,6075.0
Turnix maculosus saturatus,6076.0
Turnix maculosus furvus,6077.0
Turnix maculosus giluwensis,6078.0
Turnix maculosus horsbrughi,6079.0
Turnix maculosus mayri,6080.0
Turnix maculosus salomonis,6081.0
Turnix maculosus melanotus,6082.0
Turnix nanus,6083.0
Turnix hottentottus,6084.0
Turnix tanki,6085.0
Turnix tanki tanki,6086.0
Turnix tanki blanfordii,6087.0
Turnix ocellatus,6088.0
Turnix ocellatus benguetensis,6089.0
Turnix ocellatus ocellatus,6090.0
Turnix suscitator,6091.0
Turnix suscitator taigoor,6092.0
Turnix suscitator leggei,6093.0
Turnix suscitator plumbipes,6094.0
Turnix suscitator bengalensis,6095.0
Turnix suscitator okinavensis,6096.0
Turnix suscitator rostratus,6097.0
Turnix suscitator blakistoni,6098.0
Turnix suscitator pallescens,6099.0
Turnix suscitator thai,6100.0
Turnix suscitator atrogularis,6101.0
Turnix suscitator suscitator,6102.0
Turnix suscitator baweanus,6103.0
Turnix suscitator fasciatus,6104.0
Turnix suscitator haynaldi,6105.0
Turnix suscitator nigrescens,6106.0
Turnix suscitator rufilatus,6107.0
Turnix suscitator powelli,6108.0
Turnix nigricollis,6109.0
Turnix melanogaster,6110.0
Turnix castanotus,6111.0
Turnix olivii,6112.0
Turnix varius,6115.0
Turnix varius scintillans,6116.0
Turnix varius varius,6117.0
Turnix novaecaledoniae,6114.0
Turnix worcesteri,6118.0
Turnix everetti,6119.0
Turnix pyrrhothorax,6120.0
Turnix velox,6121.0
Ortyxelos meiffrenii,6123.0
Dromas ardeola,6124.0
Cursorius cursor,6125.0
Cursorius cursor bogolubovi,6126.0
Cursorius cursor cursor,6127.0
Cursorius cursor exsul,6128.0
Cursorius somalensis,6129.0
Cursorius somalensis somalensis,6130.0
Cursorius somalensis littoralis,6131.0
Cursorius rufus,6132.0
Cursorius temminckii,6133.0
Cursorius temminckii temminckii,6133.1
Cursorius temminckii ruvanensis,6133.2
Cursorius temminckii aridus,6133.3
Cursorius coromandelicus,6134.0
Smutsornis africanus,6135.0
Smutsornis africanus raffertyi,6136.0
Smutsornis africanus hartingi,6137.0
Smutsornis africanus gracilis,6138.0
Smutsornis africanus bisignatus,6139.0
Smutsornis africanus erlangeri,6139.5
Smutsornis africanus traylori,6140.0
Smutsornis africanus africanus,6142.0
Smutsornis africanus granti,6143.0
Rhinoptilus cinctus,6144.0
Rhinoptilus cinctus mayaudi,6144.2
Rhinoptilus cinctus balsaci,6144.4
Rhinoptilus cinctus cinctus,6145.0
Rhinoptilus cinctus emini,6146.0
Rhinoptilus cinctus seebohmi,6147.0
Rhinoptilus chalcopterus,6148.0
Rhinoptilus bitorquatus,6149.0
Stiltia isabella,6151.0
Glareola pratincola,6152.0
Glareola pratincola pratincola,6153.0
Glareola pratincola erlangeri,6154.0
Glareola pratincola fuelleborni,6155.0
Glareola maldivarum,6156.0
Glareola nordmanni,6158.0
Glareola ocularis,6160.0
Glareola nuchalis,6161.0
Glareola nuchalis liberiae,6162.0
Glareola nuchalis nuchalis,6163.0
Glareola cinerea,6164.0
Glareola lactea,6165.0
Stercorarius skua,6168.0
Stercorarius chilensis,6169.0
Stercorarius maccormicki,6170.0
Stercorarius antarcticus,6171.0
Stercorarius antarcticus lonnbergi,6172.0
Stercorarius antarcticus antarcticus,6173.0
Stercorarius antarcticus hamiltoni,6174.0
Stercorarius pomarinus,6176.0
Stercorarius parasiticus,6177.0
Stercorarius longicaudus,6179.0
Stercorarius longicaudus longicaudus,6180.0
Stercorarius longicaudus pallescens,6181.0
Alle alle,6186.0
Alle alle alle,6187.0
Alle alle polaris,6188.0
Uria aalge,6189.0
Uria aalge aalge,6190.0
Uria aalge hyperborea,6190.1
Uria aalge albionis,6191.0
Uria aalge inornata,6192.0
Uria aalge californica,6193.0
Uria lomvia,6194.0
Uria lomvia lomvia,6195.0
Uria lomvia eleonorae,6196.0
Uria lomvia heckeri,6197.0
Uria lomvia arra,6198.0
Alca torda,6201.0
Alca torda torda,6202.0
Alca torda islandica,6203.0
Pinguinus impennis,6205.0
Cepphus grylle,6206.0
Cepphus grylle mandtii,6207.0
Cepphus grylle [grylle Group],6208.0
Cepphus grylle arcticus,6209.0
Cepphus grylle faeroeensis,6210.0
Cepphus grylle grylle,6211.0
Cepphus grylle islandicus,6212.0
Cepphus columba,6213.0
Cepphus columba snowi,6214.0
Cepphus columba [columba Group],6215.0
Cepphus columba columba,6216.0
Cepphus columba kaiurka,6217.0
Cepphus columba adiantus,6218.0
Cepphus columba eureka,6219.0
Cepphus carbo,6221.0
Brachyramphus perdix,6222.0
Brachyramphus marmoratus,6223.0
Brachyramphus brevirostris,6224.0
Synthliboramphus scrippsi,6225.0
Synthliboramphus hypoleucus,6226.0
Synthliboramphus craveri,6228.0
Synthliboramphus antiquus,6231.0
Synthliboramphus antiquus antiquus,6232.0
Synthliboramphus antiquus microrhynchos,6233.0
Synthliboramphus wumizusume,6234.0
Ptychoramphus aleuticus,6236.0
Ptychoramphus aleuticus aleuticus,6237.0
Ptychoramphus aleuticus australis,6238.0
Aethia psittacula,6239.0
Aethia pusilla,6240.0
Aethia pygmaea,6241.0
Aethia cristatella,6242.0
Cerorhinca monocerata,6243.0
Fratercula arctica,6245.0
Fratercula arctica naumanni,6246.0
Fratercula arctica arctica,6247.0
Fratercula arctica grabae,6248.0
Fratercula corniculata,6249.0
Fratercula cirrhata,6250.0
Creagrus furcatus,6253.0
Rissa tridactyla,6254.0
Rissa tridactyla tridactyla,6255.0
Rissa tridactyla pollicaris,6256.0
Rissa brevirostris,6257.0
Pagophila eburnea,6259.0
Xema sabini,6260.0
Xema sabini palaearctica,6261.0
Xema sabini tschuktschorum,6262.0
Xema sabini woznesenskii,6263.0
Xema sabini sabini,6264.0
Saundersilarus saundersi,6265.0
Chroicocephalus genei,6266.0
Chroicocephalus philadelphia,6267.0
Chroicocephalus serranus,6268.0
Chroicocephalus maculipennis,6269.0
Chroicocephalus bulleri,6272.0
Chroicocephalus novaehollandiae,6273.0
Chroicocephalus novaehollandiae novaehollandiae/forsteri,6274.0
Chroicocephalus novaehollandiae forsteri,6275.0
Chroicocephalus novaehollandiae novaehollandiae,6276.0
Chroicocephalus novaehollandiae scopulinus,6277.0
Chroicocephalus cirrocephalus,6279.0
Chroicocephalus cirrocephalus cirrocephalus,6280.0
Chroicocephalus cirrocephalus poiocephalus,6281.0
Chroicocephalus hartlaubii,6283.0
Chroicocephalus ridibundus,6285.0
Chroicocephalus brunnicephalus,6288.0
Hydrocoloeus minutus,6291.0
Rhodostethia rosea,6292.0
Leucophaeus scoresbii,6293.0
Leucophaeus modestus,6294.0
Leucophaeus atricilla,6295.0
Leucophaeus atricilla megalopterus,6296.0
Leucophaeus atricilla atricilla,6297.0
Leucophaeus pipixcan,6299.0
Leucophaeus fuliginosus,6302.0
Ichthyaetus melanocephalus,6303.0
Ichthyaetus relictus,6306.0
Ichthyaetus leucophthalmus,6307.0
Ichthyaetus hemprichii,6308.0
Ichthyaetus ichthyaetus,6309.0
Ichthyaetus audouinii,6310.0
Larus belcheri,6311.0
Larus atlanticus,6312.0
Larus crassirostris,6313.0
Larus pacificus,6314.0
Larus pacificus georgii,6315.0
Larus pacificus pacificus,6316.0
Larus heermanni,6317.0
Larus canus,6318.0
Larus canus canus,6319.0
Larus canus heinei,6320.0
Larus canus kamtschatschensis,6321.0
Larus brachyrhynchus,6324.0
Larus delawarensis,6326.0
Larus occidentalis,6331.0
Larus occidentalis occidentalis,6332.0
Larus occidentalis wymani,6333.0
Larus livens,6334.0
Larus californicus,6336.0
Larus californicus californicus,6337.0
Larus californicus albertaensis,6338.0
Larus argentatus,6339.0
Larus argentatus smithsonianus,6340.0
Larus argentatus vegae,6341.0
Larus argentatus mongolicus,6342.0
Larus argentatus argentatus/argenteus,6343.0
Larus argentatus argenteus,6344.0
Larus argentatus argentatus,6345.0
Larus michahellis,6348.0
Larus michahellis atlantis,6349.0
Larus michahellis michahellis,6350.0
Larus cachinnans,6352.0
Larus armenicus,6357.0
Larus glaucoides,6359.0
Larus glaucoides thayeri,6360.0
Larus glaucoides kumlieni,6361.0
Larus glaucoides glaucoides,6363.0
Larus fuscus,6368.0
Larus fuscus fuscus,6369.0
Larus fuscus intermedius,6370.0
Larus fuscus graellsii,6371.0
Larus fuscus heuglini,6372.0
Larus fuscus barabensis,6373.0
Larus schistisagus,6380.0
Larus glaucescens,6382.0
Larus hyperboreus,6388.0
Larus hyperboreus hyperboreus,6389.0
Larus hyperboreus pallidissimus,6390.0
Larus hyperboreus barrovianus,6391.0
Larus hyperboreus leuceretes,6392.0
Larus marinus,6397.0
Larus dominicanus,6401.0
Larus dominicanus dominicanus,6402.0
Larus dominicanus austrinus,6403.0
Larus dominicanus judithae,6404.0
Larus dominicanus vetula,6405.0
Larus dominicanus melisandae,6406.0
Anous stolidus,6410.0
Anous stolidus pileatus,6412.0
Anous stolidus galapagensis,6413.0
Anous stolidus ridgwayi,6414.0
Anous stolidus stolidus,6415.0
Anous minutus,6416.0
Anous minutus americanus,6417.0
Anous minutus melanogenys,6418.0
Anous minutus [minutus Group],6419.0
Anous minutus diamesus,6420.0
Anous minutus worcesteri,6421.0
Anous minutus minutus,6422.0
Anous minutus marcusi,6423.0
Anous minutus atlanticus,6424.0
Anous tenuirostris,6426.0
Anous tenuirostris tenuirostris,6427.0
Anous tenuirostris melanops,6428.0
Anous albivitta,6430.0
Anous albivitta albivitta,6431.0
Anous albivitta skottsbergii,6432.0
Anous albivitta imitatrix,6433.0
Anous ceruleus,6434.0
Anous ceruleus saxatilis,6435.0
Anous ceruleus nebouxi,6436.0
Anous ceruleus ceruleus,6437.0
Anous ceruleus teretirostris,6438.0
Anous ceruleus murphyi,6439.0
Gygis alba,6440.0
Gygis alba alba,6441.0
Gygis alba candida/leucopes,6442.0
Gygis alba candida,6443.0
Gygis alba leucopes,6444.0
Gygis alba microrhyncha,6445.0
Onychoprion fuscatus,6446.0
Onychoprion fuscatus fuscatus,6447.0
Onychoprion fuscatus nubilosus,6448.0
Onychoprion fuscatus serratus,6450.0
Onychoprion fuscatus kermadeci,6451.0
Onychoprion fuscatus oahuensis,6452.0
Onychoprion fuscatus crissalis,6453.0
Onychoprion fuscatus luctuosus,6454.0
Onychoprion lunatus,6455.0
Onychoprion anaethetus,6456.0
Onychoprion anaethetus melanopterus,6457.0
Onychoprion anaethetus antarcticus,6459.0
Onychoprion anaethetus anaethetus,6460.0
Onychoprion anaethetus nelsoni,6461.0
Onychoprion aleuticus,6464.0
Sternula albifrons,6465.0
Sternula albifrons albifrons,6466.0
Sternula albifrons guineae,6467.0
Sternula albifrons innominata,6468.0
Sternula albifrons sinensis,6470.0
Sternula albifrons placens,6471.0
Sternula antillarum,6472.0
Sternula antillarum browni,6473.0
Sternula antillarum athalassos,6474.0
Sternula antillarum antillarum,6475.0
Sternula superciliaris,6477.0
Sternula nereis,6478.0
Sternula nereis horni,6479.0
Sternula nereis nereis,6480.0
Sternula nereis exsul,6481.0
Sternula nereis davisae,6482.0
Sternula lorata,6485.0
Sternula saundersi,6486.0
Sternula balaenarum,6488.0
Phaetusa simplex,6490.0
Phaetusa simplex simplex,6491.0
Phaetusa simplex chloropoda,6492.0
Gelochelidon nilotica,6493.0
Gelochelidon nilotica [nilotica Group],6494.0
Gelochelidon nilotica nilotica,6495.0
Gelochelidon nilotica affinis,6496.0
Gelochelidon nilotica aranea,6497.0
Gelochelidon nilotica vanrossemi,6498.0
Gelochelidon nilotica gronvoldi,6499.0
Gelochelidon nilotica macrotarsa,6500.0
Hydroprogne caspia,6501.0
Larosterna inca,6502.0
Chlidonias niger,6503.0
Chlidonias niger niger,6504.0
Chlidonias niger surinamensis,6505.0
Chlidonias leucopterus,6506.0
Chlidonias hybrida,6507.0
Chlidonias hybrida hybrida,6508.0
Chlidonias hybrida delalandii,6509.0
Chlidonias hybrida javanicus,6510.0
Chlidonias albostriatus,6511.0
Sterna dougallii,6513.0
Sterna dougallii dougallii,6514.0
Sterna dougallii arideensis,6515.0
Sterna dougallii korustes,6516.0
Sterna dougallii bangsi,6517.0
Sterna dougallii gracilis,6518.0
Sterna striata,6519.0
Sterna striata incerta,6520.0
Sterna striata striata,6521.0
Sterna striata aucklandorna,6522.0
Sterna sumatrana,6523.0
Sterna sumatrana sumatrana,6524.0
Sterna sumatrana mathewsi,6525.0
Sterna hirundo,6526.0
Sterna hirundo hirundo/tibetana,6527.0
Sterna hirundo hirundo,6528.0
Sterna hirundo tibetana,6529.0
Sterna hirundo longipennis,6531.0
Sterna paradisaea,6533.0
Sterna hirundinacea,6536.0
Sterna vittata,6537.0
Sterna vittata [vittata Group],6538.0
Sterna vittata tristanensis,6539.0
Sterna vittata sanctipauli,6539.5
Sterna vittata gaini,6540.0
Sterna vittata vittata,6541.0
Sterna vittata bethunei,6542.0
Sterna vittata georgiae,6544.0
Sterna forsteri,6546.0
Sterna trudeaui,6548.0
Sterna acuticauda,6549.0
Sterna aurantia,6550.0
Sterna repressa,6552.0
Sterna virgata,6553.0
Sterna virgata mercuri,6553.2
Sterna virgata virgata,6553.4
Thalasseus maximus,6555.0
Thalasseus bergii,6556.0
Thalasseus bergii bergii,6557.0
Thalasseus bergii thalassinus,6558.0
Thalasseus bergii velox,6559.0
Thalasseus bergii cristatus,6560.0
Thalasseus sandvicensis,6561.0
Thalasseus sandvicensis sandvicensis,6562.0
Thalasseus sandvicensis acuflavidus,6563.0
Thalasseus sandvicensis eurygnathus,6564.0
Thalasseus elegans,6566.0
Thalasseus bengalensis,6569.0
Thalasseus bengalensis emigratus,6570.0
Thalasseus bengalensis bengalensis,6571.0
Thalasseus bengalensis torresii,6572.0
Thalasseus albididorsalis,6573.0
Thalasseus bernsteini,6575.0
Rynchops niger,6580.0
Rynchops niger niger,6581.0
Rynchops niger cinerascens,6582.0
Rynchops niger intercedens,6583.0
Rynchops flavirostris,6584.0
Rynchops albicollis,6585.0
Rhynochetos jubatus,6587.0
Eurypyga helias,6588.0
Eurypyga helias major,6589.0
Eurypyga helias meridionalis,6590.0
Eurypyga helias helias,6591.0
Phaethon lepturus,6592.0
Phaethon lepturus lepturus,6593.0
Phaethon lepturus fulvus,6594.0
Phaethon lepturus europae,6595.0
Phaethon lepturus catesbyi,6596.0
Phaethon lepturus dorotheae,6597.0
Phaethon lepturus ascensionis,6598.0
Phaethon aethereus,6599.0
Phaethon aethereus mesonauta,6600.0
Phaethon aethereus aethereus,6601.0
Phaethon aethereus indicus,6602.0
Phaethon rubricauda,6603.0
Phaethon rubricauda melanorhynchos,6604.0
Phaethon rubricauda roseotinctus,6605.0
Phaethon rubricauda rubricauda,6606.0
Phaethon rubricauda westralis,6607.0
Gavia stellata,6610.0
Gavia arctica,6611.0
Gavia arctica arctica,6612.0
Gavia arctica viridigularis,6613.0
Gavia pacifica,6614.0
Gavia immer,6616.0
Gavia adamsii,6617.0
Aptenodytes patagonicus,6620.0
Aptenodytes forsteri,6621.0
Pygoscelis adeliae,6622.0
Pygoscelis papua,6623.0
Pygoscelis papua taeniata,6624.0
Pygoscelis papua papua,6625.0
Pygoscelis papua ellsworthi,6626.0
Pygoscelis papua poncetii,6627.0
Pygoscelis antarcticus,6628.0
Megadyptes antipodes,6629.0
Eudyptula minor,6630.0
Eudyptula minor novaehollandiae,6631.0
Eudyptula minor iredalei,6632.0
Eudyptula minor variabilis,6633.0
Eudyptula minor albosignata,6634.0
Eudyptula minor minor,6635.0
Eudyptula minor chathamensis,6636.0
Spheniscus demersus,6637.0
Spheniscus humboldti,6638.0
Spheniscus mendiculus,6639.0
Spheniscus magellanicus,6640.0
Eudyptes pachyrhynchus,6641.0
Eudyptes sclateri,6642.0
Eudyptes chrysolophus,6643.0
Eudyptes schlegeli,6644.0
Eudyptes chrysocome,6645.0
Eudyptes chrysocome chrysocome,6646.0
Eudyptes chrysocome filholi,6647.0
Eudyptes moseleyi,6649.0
Eudyptes robustus,6650.0
Thalassarche chlororhynchos,6652.0
Thalassarche chlororhynchos chlororhynchos,6653.0
Thalassarche chlororhynchos carteri,6654.0
Thalassarche chrysostoma,6655.0
Thalassarche bulleri,6656.0
Thalassarche bulleri bulleri,6656.2
Thalassarche bulleri platei,6656.4
Thalassarche cauta,6657.0
Thalassarche cauta cauta,6658.0
Thalassarche cauta steadi,6659.0
